P31384	P39517
Q07807	P39517
P39517	Q07807
P29055	P39517
P39517	P29055
P39016	P39517
P39517	P39016
P39517	P15108
P15108	P39517
P39517	P38144
P39517	P43588
P43588	P39517
P39517	P61830
P39517	P10591
P39517	P02829
P02829	P39517
P39517	P02309
P39517	P10080
P10080	P39517
P39517	P38934
P39517	P53849
P31384	Q07807
Q07807	P31384
P29055	P31384
P31384	P29055
P39517	P11484
P39517	P12962
P12962	P39517
P39517	Q12221
Q12221	P39517
P29055	Q07807
P39517	P38199
P38199	P39517
P39517	P39526
P39526	P39517
P32505	P31384
P31384	P32505
P39517	P53261
P39517	P05750
Q07807	P32505
P39517	Q07468
P39517	P25567
P39517	P38333
P39517	P30822
P30822	P39517
P39517	P0CX40
P39517	P42945
P39517	Q04002
P39517	P0CX38
P39517	Q12389
P39517	Q01855
P39517	P25443
P39517	Q04217
P39517	P48589
P39517	P04456
P39517	P04050
P39517	P25586
P39517	P0CS90
P39517	P40568
P39517	P33442
P31539	P39517
P39517	P31539
P39517	P05743
P39517	P06367
P39517	P38701
P39517	P0C0W1
P39517	P05756
P39517	P0CX56
P39517	P26786
P39517	P32905
P39517	P38011
P38764	P39517
P39517	P38764
P39517	P35997
P39517	P07280
P39517	Q03940
Q03940	P39517
P39517	P02407
P39517	P0C2H8
P39517	P29311
P39517	O13516
P39517	Q08745
P39517	P38181
P39517	Q12196
Q12196	P39517
P39517	P30771
P39517	P32558
P39517	Q08490
P39517	P25644
P25644	P39517
P39517	P32897
P39517	Q12149
P39517	P38886
P39517	Q03862
P39517	P10592
P39517	P33297
P39517	Q12159
P39517	P0CG63
P39517	P25808
P39517	P32909
P32909	P39517
P39517	Q03280
P39517	P40693
P39517	Q01477
Q01477	P39517
P39517	P25294
P39517	Q02892
P39517	P53940
P39517	P39935
P39517	P35177
P39517	Q12034
P39517	P53252
P39517	Q12499
P39517	Q03330
P39517	Q03532
P39517	P32835
P39517	P25339
P39517	P32588
P53741	P39517
P39517	P53741
P39517	P25694
P39517	P47123
P39517	P53235
P39517	Q12158
P39517	P38129
P39517	P13393
P39517	P02293
P39517	Q05022
P39517	P36112
P39517	P22276
P22276	P39517
P39517	P04912
P39517	P14126
P39517	P38779
P39517	P32598
P39517	P40010
P39517	P39744
P39517	P53254
P39517	P36012
P39517	Q02336
P39517	P48836
P39517	P53742
P39517	P10081
P10081	P39517
P39517	P04147
P39517	P49334
P39517	P35189
P39517	P40991
P39517	P53969
P39517	P26784
P47017	P39517
P39517	P47017
P39517	Q03761
P39517	P60010
P39517	P02294
P39517	P32915
P39517	P22147
P39517	P22141
P39517	Q02821
P39517	P0CX36
Q08920	P39517
P39517	P53927
P39517	P53136
P39517	Q12522
P39517	Q12176
P39517	Q00402
P39517	P26321
P39517	P30665
P39517	P15646
P39517	P53131
P39517	P27692
P39517	P0CX46
P39517	P0CX23
P39517	Q12000
Q12000	P39517
P39517	P33322
P39517	Q04660
P39517	P05317
P39517	P02994
P39517	P29295
P39517	Q06339
P39517	Q12080
Q06339	P39517
P39517	P38883
P39517	P0CX82
P39517	P04911
P39517	P46677
P39517	Q01939
P39517	P38789
P39517	Q12250
P39517	Q00684
P39517	P40078
P39517	P05759
P39517	Q04500
P39517	Q12460
P39517	Q06142
P39517	P39015
P39517	Q05027
P39517	P40457
P39517	P05453
P39517	P06782
P39517	P53115
P39517	P0CX85
P39517	P53914
P39517	Q12024
P39517	P40018
P39517	Q04264
P39517	Q01560
P39517	P33201
P39517	P32639
P31384	P39016
P39016	P31384
P39517	Q12306
P39517	P10664
P39517	P32589
P39517	P08518
P39517	P15790
P39517	P32597
P39517	P23639
P39517	P0CX25
P39517	P0CX53
P40069	P39517
P39517	P40069
P39517	P25293
P39517	P07703
P07703	P39517
P39517	P53145
P39517	P33334
P39517	P35208
P39517	P33298
P39517	P53165
P39517	P38873
P38873	P39517
P39517	P36049
P39517	P06105
P39517	P50102
P39517	Q6WNK7
P39517	Q02354
P39517	Q08831
Q6WNK7	P39517
P39517	P41805
P39517	Q99257
P39517	P38811
P39517	P32432
P39517	P22138
P39517	P47083
P39517	Q06078
P39517	P47047
P39517	P0CX49
P39517	P05737
P39517	P24783
P39517	P32569
P39517	P17076
P39517	P06103
P39517	P34160
P39517	P38861
P39517	Q12030
P39517	P00549
P39517	P32324
P39517	Q05471
P39517	P53276
P39517	P53859
P39517	P38737
P39517	P39730
P39517	Q03406
P39517	Q08162
P39517	Q12754
P39517	Q06679
P39517	P19454
P39517	Q12446
P39517	P32561
P39517	P32565
P39517	Q08723
P39517	P25359
P39517	P38249
P39517	P32585
P39517	P32523
P39517	P20434
P39517	Q12060
P39517	P38882
P39517	P32485
P39517	Q06488
P39517	Q08235
P39517	P34730
P39517	Q04373
Q04373	P39517
P39517	P19524
P39517	P38182
P39517	P43586
P19524	P39517
P43586	P39517
P39517	P0CX32
P39517	P06634
P39517	P50875
P39517	Q04636
P06634	P39517
P39517	Q12749
P39517	P32337
P39517	P25554
P38203	P39517
P39517	P38203
P39517	Q99207
P39517	P0CX44
P39517	Q08965
P39517	P52891
P39517	Q08004
P39517	P22579
P39517	P32527
P39517	P32497
P39517	P10964
P39517	P40055
P39517	P29453
P39517	P38915
P39517	P40150
P39517	P04840
P39517	P32790
P39517	P40362
P39517	Q04062
P39517	P53622
P39517	P05740
P39517	P38264
P39517	Q02931
P39517	Q04311
P39517	Q08963
P39517	Q08649
P39517	Q12377
P39517	P40537
P39517	Q08278
P39517	P32481
P39517	P35817
P39517	P40016
P39517	P35194
P39517	P29056
P39517	P38112
P39517	P26783
P39517	P38788
P39517	P20433
P39517	P53549
P39517	P35732
P39517	P40070
P40070	P39517
P39517	P09440
P39517	Q04305
P39517	P80428
P39517	P14907
P39517	P34087
P39517	Q12018
P39517	P41832
P39517	P0CX51
P39517	P41811
P41811	P39517
P39517	P32494
P39517	P32496
P39517	Q07915
P39517	P53313
P39517	P05749
P39517	P32457
P39517	P22082
P39517	Q06410
P39517	P07260
P29055	P39016
P39517	P09798
P39517	Q01329
P39517	Q08032
P39517	P33895
P39517	P00359
P39517	P17255
P39517	Q02792
P39517	Q08746
P39517	P14120
P39517	P25491
P39517	P16140
P40462	P39517
P39517	P40462
P39517	P40327
P39517	Q03973
P39517	P35209
P39517	Q02326
P39517	P15303
P39517	P0CX41
P39517	P16521
P39517	Q04477
P39517	P20448
P39517	P20436
P39517	P36775
P39517	P53930
P39517	P36105
P39517	P32447
P39517	Q03654
P39517	P40460
P39517	P32502
P39517	Q12406
P39517	Q05946
P39517	P28707
P39517	Q08208
P39517	P05755
P39517	P16474
P39517	P43572
P39517	Q02753
P39517	P53617
P39517	P02400
P39517	P05738
P39517	Q12136
P39517	P20435
P39517	P53330
P39517	P00958
P39517	Q06706
P39517	P36048
P39517	Q12309
P39517	Q01454
P39517	Q05636
P39517	P19659
P39517	P47019
P39517	Q06103
P39517	P19882
P39517	P19263
P39517	P00925
P57743	P39517
P39517	P57743
P39517	Q02455
P39517	P05748
P39517	P32333
P39517	P53883
P39517	P47149
P39517	P38313
P39517	P46948
P39517	Q04031
P39517	P40340
P39517	P05744
P39517	P15873
P39517	P38827
P39517	P25655
P25655	P39517
P39517	P18239
P39517	P35178
P39517	P29496
P39517	P0CX47
P39517	P32657
P39517	P36015
P39517	P22216
P39517	P21304
P39517	P38431
P39517	P25582
P39517	P38263
P39517	P38931
P39517	P32591
P39517	P11978
P39517	P06787
P39517	P32832
P39517	Q06344
P39517	P06169
P39517	P53256
P39517	P40303
P39517	P26785
P39517	P10659
P39517	P39077
P39517	P89105
P39517	P41940
P39517	P07251
P39517	Q06697
P39517	P18888
P39517	P25454
P39517	P40212
P39517	Q02732
P39517	P08964
P39517	P22517
P39517	P38792
P39517	P53874
P39517	Q12142
P39517	P28795
P39517	Q00539
P39517	P04449
P39517	Q07478
P39517	P32381
P39517	P25368
P39517	Q12019
P39517	P21242
Q07478	P39517
P39517	P40089
P39517	P00560
P39517	P40014
P39517	P47093
P39517	Q12220
P39517	Q12241
P39517	P09733
P39517	P38351
P39517	P23248
P39517	P16387
Q08601	P39517
P39517	P38805
P39517	Q08601
P39517	Q07979
P39517	P20459
P39517	Q04177
P39517	Q02629
P39517	Q08962
P39517	P47035
P39517	P53011
P39517	P39929
P39517	Q06631
P39517	P23644
P39517	P33750
P39517	Q00916
P39517	P34241
P39517	P46990
P39517	P02557
P39517	P49167
P39517	P09064
P39517	P40217
P39517	P07270
P39517	P0C2H6
P39517	Q08096
P39517	Q03833
P39517	Q02260
P39517	Q06525
P39517	P40513
P39517	P53221
P39517	P21243
P39517	Q03920
P39517	P36081
P39517	Q06217
P39517	P48234
P39517	P39936
P39517	Q00362
P39517	P15705
P39517	P38061
P39517	Q00416
P39517	P22139
P39517	P46654
P39517	P06700
P39517	P40482
P39517	P39723
P36041	P39517
P39517	P36041
P39517	P32495
P39517	P53877
P39517	P21951
P39517	P28000
P39517	P53691
P39517	Q04048
P39517	P33892
P39517	P40477
P39517	Q04781
P39517	P00950
P39517	P48837
P39517	Q04067
P39517	Q06406
P39517	P02406
P39517	Q06205
P39517	Q06639
Q06406	P39517
P39517	Q12527
P39517	Q01590
P39517	P28004
P39517	Q12343
P39517	P39013
P39517	P00830
P39517	P50095
P39517	P46995
P39517	P33759
P39517	Q02206
P39517	P50086
P39517	Q12432
P39517	P50105
P39517	P0C0W9
P39517	P05739
P39517	Q02554
P39517	P38304
P39517	P38305
P39517	Q12277
P39517	P25382
P39517	Q08492
P39517	P36520
P39517	P53076
P39517	O14455
P39517	P14832
P39517	P38930
P39517	P40525
P39517	P19736
P39517	Q03690
P39517	Q04693
P39517	P25555
P39517	P38911
P39517	P19073
P39517	P14540
P39517	P05030
P39517	P39079
P39517	P49166
P39517	P48164
P39517	P31334
P39517	P22137
P39517	P53112
P39517	P49626
P39517	P32908
P39517	P06844
P39517	Q99216
P39517	Q12255
P39517	P33203
P39517	P05319
P39517	Q07623
P39517	Q12046
P53550	P39517
P39517	Q06287
P39517	Q12230
P39517	Q06678
P39517	P53550
P39517	P21576
P39517	P28007
P39517	P17967
P39517	P20676
P39517	P40368
P39517	P53207
P39517	P53722
P39517	P32562
P39517	P0CX29
P39517	P32501
P39517	P53905
P39517	P38828
P39517	P29468
P39517	P20795
P39517	P53104
P39517	P18480
P39517	P39990
P39517	P40073
P39517	P54999
P53905	P39517
P39517	P46673
P39517	P12904
P39517	P49687
P39517	P36161
P39517	P53201
P39517	P23301
P39517	P16861
P39008	P39517
P39517	P39008
P39517	P32563
P39517	Q12420
P39517	P53197
P39517	P46655
P39517	P51998
P39517	P0CX34
P39517	P22214
P39517	P38217
P39517	P43603
P39517	P15731
P39517	P00358
P39517	P07259
P39517	P32903
P39517	P40422
P39517	Q00772
P39517	P34760
P39517	P47079
P39517	P36149
P39517	P39731
P39517	P27476
P32379	P39517
P39517	P32379
P39517	P48240
P39517	P07257
P39517	Q12263
P39517	P00330
P39517	P22202
P39517	Q03195
P39517	P09032
P39517	P38074
P39517	P36104
P39517	P39938
P39517	Q04947
P39517	Q06629
P39517	Q06218
P39517	P42073
P39517	P20604
P39517	Q12216
P39517	Q07350
P39517	P34078
P39517	P12385
P39517	Q06337
